component 0,component 1,component 2,class
1.0745046155509874,-0.5598862457051993,-2.6506469539826476,0.0
1.2746249919063148,-1.5653460799226924,-2.265026189748884,0.0
-2.870902852170953,-0.10106389902707084,1.941475009614287,0.0
4.461482333234152,-2.7325192528105475,0.6330126819211381,0.0
-1.5960240898067073,-0.3757192849658546,2.8850159775394686,0.0
0.7839006124451967,-4.165145098096869,-1.3843886686020532,0.0
2.036087742964449,4.599277112798854,-2.1305406388437342,0.0
-1.1760982157550965,-0.42376757577696167,0.274271213800769,0.0
-0.8634910588789485,-0.21548642460084574,2.180523994412999,0.0
2.8785370513945,0.4558962234311429,0.29290814915995506,0.0
-2.274061050030252,-2.2193224368868845,-1.9424544510330177,0.0
-2.4715892976249823,2.844848717071116,1.4279306531807143,0.0
5.382365723283828,-1.5115933164335653,0.5301685344776356,0.0
-3.025360888299217,2.277224927068316,-3.4309462566776574,0.0
0.577108583275238,-4.264001723262092,-0.6601361292780004,0.0
1.9250369961327274,1.3995496095718427,-0.4910632836378988,0.0
-0.1978659848273426,1.5579010353206237,-1.9376324208212052,0.0
-2.8274105737958677,-2.0986235630650736,2.463937339640502,0.0
2.475588108562768,0.7796800279981795,0.8001058675019421,0.0
-3.2545959784199248,-0.9349948387384451,-2.256790613140467,0.0
-0.4739916096188328,4.175670950296315,0.887103878221469,0.0
4.116565620466559,-1.8495467788431907,1.1833336900445632,0.0
-0.22597499327682596,-0.2238601708986486,-2.079357788381468,0.0
0.36178823119054665,-5.049649232536806,-1.3654578143957092,0.0
4.792750149760827,2.6255725418041562,1.4773554641962316,0.0
-0.0118896656652913,0.494116744819539,-1.5426715800295527,0.0
-2.4378830979326964,-1.6044357155614217,2.781881088370894,0.0
-1.7322877174994264,-1.399841397698407,2.847431721087665,0.0
-1.1265526724648052,2.388163248885604,-0.2706625561206098,0.0
-2.613530670765417,2.7839611726798523,-2.186846971829426,0.0
1.2778148069404236,-3.964928913233506,-0.4216925122646164,0.0
-1.6129404087991441,1.7004020932858899,-1.8905220234671676,0.0
-3.689777559616342,-1.871599566484289,2.1305256862696482,0.0
0.3541803419967814,1.3701443053834748,-2.274566620160592,0.0
-3.0838597880002627,0.9627930599566552,3.3006992571702196,0.0
-1.1999954518250993,0.6413503047047633,-1.695915481003499,0.0
4.5909049554450005,-1.880313306513842,-0.30466545270249595,0.0
2.6316939859295663,-0.0391344557527367,0.48281652673302405,0.0
3.260311981587363,1.8977365801037065,-0.011633701411365624,0.0
1.756519227862819,4.250804694863837,-1.5988990277975057,0.0
-2.2424806541859437,0.8871551249781541,2.5903527350092066,0.0
-0.7876487200054079,0.40663456956535804,-2.7605299293941523,0.0
2.369294294028734,0.1996025792529351,0.15666612174318661,0.0
0.8022074098063573,-0.23535191721729892,-1.8929636828065546,0.0
2.3919766748293427,0.0036976807379598938,-1.4032368174333056,0.0
4.326981034564642,3.4349359115396454,-0.4914654634113594,0.0
0.7940530290681312,0.8239048225592251,-1.416613447078788,0.0
3.650815988886664,0.1936673057837127,-1.4409566262004143,0.0
3.1185474649864537,0.4266465186883237,0.4992687028239869,0.0
1.6512940050795686,-1.0950342783701719,-2.2914877876023523,0.0
0.9126275774621967,-5.05835419143057,-0.55038381493312,0.0
-2.4469087782227583,1.7475909320644731,0.2194542064550104,0.0
-2.342385639464188,1.3532889173558194,2.3924601721976333,0.0
1.9472845034049755,1.679912274795288,-0.9450167568342047,0.0
-2.207967168867651,1.894205331944774,2.144642870340765,0.0
-3.11795267622327,2.841568940361467,-0.39697913238092264,0.0
4.938841301953328,-3.42739299690308,1.0712639109848308,0.0
0.7568541366042377,-5.100601551711701,-0.46057220505450974,0.0
